processed_text,label
amrightnow half wit mobster swindler racist bigot help america absolutely nothing cant,0
amazingthey tend hit deplorable amp alike look ball hits michigan wisco,0
harken back say harken backto day trump mocked great press reporter hes upset,0
trumps press secretary begs american people stop mocking donald trump via politicususa,0
record president obama social progress equality via youtube,0
cwcanadianright foxnews sundayfutures newtgingrich fake news,0
way go evangelicals evs voted trump gop favor putin swamps one ev,0
foxnews sundayfutures newtgingrich one poll slick joker poll amazing one poll,0
know russia oneaircraft carrier thats year old diesel requires tug trail since nee,0
write fake bookpost next fake news,0
rawstory way go joysending plus tweet day picturesimages consider asking others please think,0
youve helped many sick kids get insurance slick guys voted time repeal sis years n,0
foxnews stevescalise potus held dip stick know okok appear fox,0
breitbartnews understand breitnews cesspool swamp hog wallow otherwise deplorable company hey,0
white house,0
inside club jeff sessions hidden haunt,0
eliseviebeck ok,0
sell sick people,0
eliseviebeck philiprucker realdonaldtrump hung long enough spread many lies,0
juliehdavis eliseviebeck shearm thats joke everyone knows,0
thehill senator kentucky find us citizens dependent food stamps many yeas,0
bbcnews go home dudeyoure poison stupidevilnarcissistic trump get th,0
bakedalaska know,0
papacone_ bakedalaska man blew,0
bakedalaska wish didnt,0
altright descends civil war leading figure booted inauguration event via bi_politics,0
sure wasnt putin saying know thermonuclear bombs create lot heat,0
jerk tweet anywhere kind idiot shit worries,0
weeks continuous job growth years america already great really feel say,0
teamtrump youve said past months reminds mountainous garbage dump nothing value laying,0
force concern apparently dont understand said past months rem,0
live missouri amp scared whos walking next kids neighborhood ar pistol large magazi,0
don_vito_ realdonaldtrump lies know trumps name remember pronouncements,0
really think believe trumpor evangelicals gop,0
russia comparing trumpputinrussiavulgar mouth slandering women like comparing trump univer,0
amrightnow youtube sick stomach,0
amrightnow youtube sick stomach,0
daysoftrump reminds cyber scary deaths know least ye,0
the_trump_train tweeter lies,0
trump disgraces presidency attacking meet press pushing propaganda via politicususa,0
cailintrump limbaugh realdonaldtrump brianstelter authority demand stop come trump,0
cailintrump limbaugh realdonaldtrump brianstelter thanks reading truth difficult thing cant get rid,0
wikileaks hints plan create ominous big brother database via heatstreet,0
trump owes two russian banks owned friends putin lot moneytwo internet servers trump tower,0
narcissistic anarchistic idiot comparied hemingway suggest like lenin stalin,0
trump treat pressmedia respect,0
disregard constitution country amp citizens candidate cabinet properly vetted could big tro,0
realdonaldtrump consider sin america thats sense country u,0
dont work stupid separate branch government man dont know,0
realdonaldtrump love stars amp stripes love putin much nonsensical narcissisticand lie,0
dirty stores terrible food great people work spite evil owner need work like,0
thinkprogress fits trump modelas long doesnt get mistreated hell others,0
says fits situation people kentucky know lies evil etcthey still vote ask,0
american voted hc votes trump lier,0
trump attempts intimidate nbc news misguided tweet via msnbc,0
trumps star search via msnbc,0
cnnpolitics communist feels strongly russiaputin,0
cnnpolitics problem minuscule compared bad actors cabinet,0
cnnpolitics guy trump payroll,0
cnnpolitics one worst dumbest dangerous ugliest mental ill overall stupid amp evil,0
cnnpolitics one dangerous people usa stupid lindsay graham,0
hey dummy already delegitimize,0
stupid trump,0
cnnpolitics stupid,0
russia hacked wikileaks distributed trump coordinated russia call treason,0
heart,0
putin ordered hacking help trump intelligence report says via ksdknews,0
mmfa watch joevery anti obamavery anti clinton pro trump nothing propaganda trumpand associa,0
mmfa get worse,0
vonwally cailintrump brianstelter pamelabrowncnn comey putin plus hc bad campaign much wait got votes plus,0
cailintrump ive found real trumpputin lover since love god children dont follow anyone hates,0
cailintrump limbaugh stupid,0
maxinewaters best im making big effort retired man please go mytweeter postwant,0
bad america flynn,0
thehill flynn putin type brain flynn winshe nutswell know quick get dangerous,0
mmfa fascinating scary amp insightful,0
mmfa fascinating scary amp insightful,0
mmfa indication media type strong supporter trump dealing outlets,0
mmfa hell need strong arm type shows signs strongman project underway,0
mmfa serious adds generals cabinetbashes mediagrows media outlets grows propaganda,0
rt mmfa outlets poised become trumps personal propaganda machine,0
mmfa going find media trouble favors,0
mmfa like fox andy amp phil wanted cater altright joe scarborough good example propaganda trump,0
phil andy amp others wanted cater altright time joe scarborough good example msnbc,0
love love countryhe presents propaganda aimed anyone white christia,0
mmfa would anyone sane ethical beloved white supremacists neonzis amp altright know kinda,0
mmfa strange dark situation joe scarborough msnbc platform amp undisclosed relationship trum,0
lyingkhazarian nytpolitics man call cia lying trumptrash,0
lyingkhazarian brianstelter morning_joe whos country favoring mess sounds like putins,0
yoppchop brianstelter morning_joe understand amp mika often especially mika,0
limbaugh cailintrump realdonaldtrump brianstelter russian american talking,0
unforgivable traitor,0
really wan informed watch cbsthismorning,0
dbindsch rbreich someone status take away simply talking lot time lapsenew players intelli,0
rt antoniaquestpho rbreich ask joe scarborough leads one ofthe aggressive propaganda campaigns trump todate still sponsors,0
rbreich ask joe scarborough leads one ofthe aggressive propaganda campaigns trump todate still spons,0
joenbc noticed picture mikas father post hes supporting propaganda,0
joenbc hey joe ran propaganda mill past months looks capable install,0
rick_srp joenbc stephenfhayes naivete responsibility say amp putin amp trump want hes fir months,0
morningmika joenbc mika mikabail boat travel passengers bannon trump kelleyan,0
joenbc trump bash press playbook joewe dont need know opinion reporter,0
joenbc gop got run putin wikileaks brietbart sources truth,0
joenbc desperate attempt stop truth escaping public notice enough citizens support truth,0
mattforohio joenbc cnnmoney propaganda wins great pair lairs necessary win guestsmost cave joe sad day,0
mattforohio joenbc cnnmoney master deflection also sad compromises guest statement,0
joenbc alabamaftbl sen_joemanchin cares joe talk english fot ball office one time,0
joenbc socks joey recently twitter called filler less liespropaganda fluff noticeable tactic,0
joenbc joe youre going leaks administration office hey joe putin stolehacked usa u putin kind promotion,0
joenbc lair recordsyou tube show favorable position trumpputin days ago damn wa,0
joenbc one prime users wikileaks propaganda requires false substance foxwikileaks beietba,0
joenbc packed house sounds like trump,0
morning_joe joenbc bygolly laughed,0
trump attempts intimidate nbc news misguided tweet via msnbc,0
joenbc ignatiuspost jeffreygoldberg dandrezner take socks joey seems polling bef,0
joenbc ignatiuspost jeffreygoldberg dandrezner tell voters trust,0
morningmika joenbc joe caring propaganda load alone apparent lo,0
via npr us intelligence community releases public report russian hacking,0
john c calhoungeorge wallace disciple,0
politico dont laugh could guessed love assxxxx,0
rt politico nations cartoonists week politics,0
susanlmelton realdonaldtrump thats good least well one good honorable young man respect,0
thats alright ill one reason watch respect djt,0
world fine putin assisted,0
thats road jeff sessions home marsha blackburn lives nearby wonder coming,0
new president cant write either hand,0
trumpinaugural new president preside death aca social security medicare medicaid planned,0
horse back air force one really need make sure catch bag horses amp president,0
trumpinaugural holy cat stuff trump gets married white house fourth wedding,0
djt live light switches required anyhow hes already dark,0
case made attend mr presidents inauguration president assisted th,0
hey thats trump want,0
great info ill use everyday,0
speak great depression,0
ill follow ill follow putin follow putin follow,0
